Canada; Montana ;2665.5; $5.00 ; $125.00 ;01.07.2014
Germany; Paseo ;367; $10.00 ; $12.00 ;01.07.2014
Germany; Amarilla ;1686; $260.00 ; $7.00 ;01.07.2014
United States of America; Carretera ;2529; $3.00 ; $7.00 ;01.07.2014
France; Montana ;1375.5; $5.00 ; $20.00 ;01.07.2014
Mexico; Paseo ;1823; $10.00 ; $125.00 ;01.07.2014
United States of America; Paseo ;1369.5; $10.00 ; $12.00 ;01.07.2014
United States of America; Paseo ;3450; $10.00 ; $350.00 ;01.07.2014
France; Paseo ;2988; $10.00 ; $125.00 ;01.07.2014
Mexico; Amarilla ;1683; $260.00 ; $7.00 ;01.07.2014
United States of America; Montana ;3627; $5.00 ; $125.00 ;01.07.2014
Germany; Paseo ;3513; $10.00 ; $125.00 ;01.07.2014
France; Velo ;1659; $120.00 ; $300.00 ;01.07.2014
Germany; Montana ;645; $5.00 ; $20.00 ;01.07.2014
United States of America; VTT ;436.5; $250.00 ; $20.00 ;01.07.2014
Canada; Velo ;3793.5; $120.00 ; $300.00 ;01.07.2014
Germany; Velo ;1307; $120.00 ; $350.00 ;01.07.2014
Canada; Carretera ;819; $3.00 ; $7.00 ;01.07.2014
Canada; Amarilla ;1630.5; $260.00 ; $15.00 ;01.07.2014
France; Velo ;639; $120.00 ; $350.00 ;01.07.2014
Mexico; VTT ;641; $250.00 ; $15.00 ;01.07.2014
United States of America; Amarilla ;3199.5; $260.00 ; $15.00 ;01.07.2014
Germany; Carretera ;2811; $3.00 ; $300.00 ;01.07.2014
Canada; Paseo ;2104.5; $10.00 ; $350.00 ;01.07.2014
Canada; Paseo ;4026; $10.00 ; $12.00 ;01.07.2014
France; Paseo ;2425.5; $10.00 ; $12.00 ;01.07.2014
Mexico; Velo ;1395; $120.00 ; $350.00 ;01.07.2014
France; VTT ;3874.5; $250.00 ; $15.00 ;01.07.2014
France; Amarilla ;3421.5; $260.00 ; $7.00 ;01.07.2014
Mexico; Montana ;2255; $5.00 ; $20.00 ;01.07.2014
Mexico; Paseo ;571; $10.00 ; $12.00 ;01.07.2014
Mexico; Carretera ;801; $3.00 ; $300.00 ;01.07.2014
United States of America; Velo ;2460; $120.00 ; $300.00 ;01.07.2014
Canada; VTT ;865.5; $250.00 ; $20.00 ;01.07.2014
Germany; VTT ;492; $250.00 ; $15.00 ;01.07.2014
