Canada; Carretera ;1618.5; $3.00 ; $20.00 ;01.01.2014
Germany; Carretera ;1321; $3.00 ; $20.00 ;01.01.2014
Mexico; Velo ;1493; $120.00 ; $7.00 ;01.01.2014
France; Paseo ;3945; $10.00 ; $7.00 ;01.01.2014
France; Paseo ;2434.5; $10.00 ; $300.00 ;01.01.2014
Germany; VTT ;2479; $250.00 ; $12.00 ;01.01.2014
Canada; Paseo ;4251; $10.00 ; $7.00 ;01.01.2014
Germany; Paseo ;1372; $10.00 ; $7.00 ;01.01.2014
France; Montana ;1384.5; $5.00 ; $350.00 ;01.01.2014
United States of America; Velo ;555; $120.00 ; $15.00 ;01.01.2014
Mexico; Velo ;2861; $120.00 ; $15.00 ;01.01.2014
United States of America; Carretera ;1117.5; $3.00 ; $20.00 ;01.01.2014
France; Amarilla ;1987.5; $260.00 ; $125.00 ;01.01.2014
Mexico; Montana ;2340; $5.00 ; $12.00 ;01.01.2014
Canada; VTT ;3244.5; $250.00 ; $12.00 ;01.01.2014
Mexico; Paseo ;2565; $10.00 ; $300.00 ;01.01.2014
Mexico; Paseo ;2417; $10.00 ; $350.00 ;01.01.2014
United States of America; VTT ;1956; $250.00 ; $12.00 ;01.01.2014
Germany; Velo ;681; $120.00 ; $15.00 ;01.01.2014
United States of America; Amarilla ;579; $260.00 ; $125.00 ;01.01.2014
Canada; Velo ;384; $120.00 ; $15.00 ;01.01.2014
Germany; Montana ;766; $5.00 ; $350.00 ;01.01.2014
Canada; Paseo ;873; $10.00 ; $300.00 ;01.01.2014
France; VTT ;1734; $250.00 ; $12.00 ;01.01.2014
Mexico; VTT ;554; $250.00 ; $125.00 ;01.01.2014
Germany; Amarilla ;3165; $260.00 ; $125.00 ;01.01.2014
Mexico; Amarilla ;2629; $260.00 ; $20.00 ;01.01.2014
United States of America; Paseo ;3495; $10.00 ; $300.00 ;01.01.2014
France; Carretera ;2521.5; $3.00 ; $20.00 ;01.01.2014
United States of America; Montana ;982.5; $5.00 ; $350.00 ;01.01.2014
United States of America; Paseo ;1438.5; $10.00 ; $7.00 ;01.01.2014
Germany; Paseo ;807; $10.00 ; $300.00 ;01.01.2014
France; Velo ;3997.5; $120.00 ; $15.00 ;01.01.2014
Canada; Amarilla ;1659; $260.00 ; $125.00 ;01.01.2014
Canada; Montana ;2227.5; $5.00 ; $350.00 ;01.01.2014
