France; Paseo ;1030; $10.00 ; $7.00 ;01.05.2014
Mexico; Velo ;362; $120.00 ; $7.00 ;01.05.2014
France; Paseo ;918; $10.00 ; $300.00 ;01.05.2014
Germany; Paseo ;1728; $10.00 ; $300.00 ;01.05.2014
Germany; Amarilla ;2276; $260.00 ; $125.00 ;01.05.2014
Canada; Carretera ;831; $3.00 ; $20.00 ;01.05.2014
United States of America; Paseo ;2918; $10.00 ; $300.00 ;01.05.2014
France; VTT ;866; $250.00 ; $12.00 ;01.05.2014
France; Carretera ;1563; $3.00 ; $20.00 ;01.05.2014
United States of America; Paseo ;2327; $10.00 ; $7.00 ;01.05.2014
Germany; Montana ;1460; $5.00 ; $350.00 ;01.05.2014
Germany; Velo ;1530; $120.00 ; $15.00 ;01.05.2014
Canada; Velo ;1262; $120.00 ; $15.00 ;01.05.2014
Canada; Paseo ;1702; $10.00 ; $300.00 ;01.05.2014
Canada; Amarilla ;1645; $260.00 ; $125.00 ;01.05.2014
Canada; Paseo ;257; $10.00 ; $7.00 ;01.05.2014
Germany; Paseo ;1095; $10.00 ; $7.00 ;01.05.2014
France; Montana ;1666; $5.00 ; $350.00 ;01.05.2014
Mexico; Velo ;245; $120.00 ; $15.00 ;01.05.2014
Germany; VTT ;880; $250.00 ; $12.00 ;01.05.2014
Germany; Carretera ;663; $3.00 ; $20.00 ;01.05.2014
United States of America; Montana ;2313; $5.00 ; $350.00 ;01.05.2014
Mexico; Paseo ;591; $10.00 ; $300.00 ;01.05.2014
United States of America; Velo ;790; $120.00 ; $15.00 ;01.05.2014
Mexico; VTT ;341; $250.00 ; $125.00 ;01.05.2014
Mexico; Amarilla ;2039; $260.00 ; $20.00 ;01.05.2014
France; Amarilla ;1433; $260.00 ; $125.00 ;01.05.2014
Canada; VTT ;2109; $250.00 ; $12.00 ;01.05.2014
Mexico; Montana ;2661; $5.00 ; $12.00 ;01.05.2014
United States of America; Carretera ;1743; $3.00 ; $20.00 ;01.05.2014
Canada; Montana ;200; $5.00 ; $350.00 ;01.05.2014
United States of America; Amarilla ;2844; $260.00 ; $125.00 ;01.05.2014
Mexico; Paseo ;2851; $10.00 ; $350.00 ;01.05.2014
France; Velo ;2826; $120.00 ; $15.00 ;01.05.2014
United States of America; VTT ;1806; $250.00 ; $12.00 ;01.05.2014
