Germany; Carretera ;1513; $3.00 ; $350.00 ;01.12.2014
United States of America; Montana ;615; $5.00 ; $15.00 ;01.12.2014
Canada; Paseo ;1817; $10.00 ; $20.00 ;01.12.2014
Germany; Paseo ;1513; $10.00 ; $350.00 ;01.12.2014
Canada; VTT ;1817; $250.00 ; $20.00 ;01.12.2014
United States of America; Amarilla ;615; $260.00 ; $15.00 ;01.12.2014
France; Carretera ;2155; $3.00 ; $350.00 ;01.12.2014
France; Paseo ;2155; $10.00 ; $350.00 ;01.12.2014
Canada; Carretera ;2852; $3.00 ; $350.00 ;01.12.2014
Canada; Paseo ;1916; $10.00 ; $300.00 ;01.12.2014
Canada; Paseo ;2852; $10.00 ; $350.00 ;01.12.2014
Canada; Paseo ;2729; $10.00 ; $125.00 ;01.12.2014
France; Paseo ;1055; $10.00 ; $12.00 ;01.12.2014
Mexico; Paseo ;1084; $10.00 ; $12.00 ;01.12.2014
France; Velo ;1055; $120.00 ; $12.00 ;01.12.2014
Mexico; Velo ;1084; $120.00 ; $12.00 ;01.12.2014
Canada; VTT ;2729; $250.00 ; $125.00 ;01.12.2014
Canada; Amarilla ;1916; $260.00 ; $300.00 ;01.12.2014
France; Montana ;1287; $5.00 ; $125.00 ;01.12.2014
Germany; Montana ;1706; $5.00 ; $125.00 ;01.12.2014
France; Paseo ;1287; $10.00 ; $125.00 ;01.12.2014
Germany; Paseo ;1706; $10.00 ; $125.00 ;01.12.2014
United States of America; Carretera ;274; $3.00 ; $350.00 ;01.12.2014
Mexico; Montana ;1138; $5.00 ; $125.00 ;01.12.2014
United States of America; Paseo ;274; $10.00 ; $350.00 ;01.12.2014
Mexico; Paseo ;1138; $10.00 ; $125.00 ;01.12.2014
Canada; Paseo ;2431; $10.00 ; $12.00 ;01.12.2014
Canada; Velo ;2431; $120.00 ; $12.00 ;01.12.2014
United States of America; Carretera ;570; $3.00 ; $7.00 ;01.12.2014
France; Carretera ;2487; $3.00 ; $7.00 ;01.12.2014
United States of America; Paseo ;2663; $10.00 ; $20.00 ;01.12.2014
Germany; Velo ;1250; $120.00 ; $300.00 ;01.12.2014
United States of America; VTT ;2663; $250.00 ; $20.00 ;01.12.2014
United States of America; VTT ;570; $250.00 ; $7.00 ;01.12.2014
France; VTT ;2487; $250.00 ; $7.00 ;01.12.2014
Germany; Amarilla ;1250; $260.00 ; $300.00 ;01.12.2014
Canada; Velo ;1582; $120.00 ; $7.00 ;01.12.2014
Canada; VTT ;1582; $250.00 ; $7.00 ;01.12.2014
United States of America; Velo ;1372; $120.00 ; $300.00 ;01.12.2014
United States of America; Amarilla ;1372; $260.00 ; $300.00 ;01.12.2014
Mexico; Carretera ;1362; $3.00 ; $350.00 ;01.12.2014
Germany; Montana ;711; $5.00 ; $15.00 ;01.12.2014
Mexico; Paseo ;1362; $10.00 ; $350.00 ;01.12.2014
Mexico; Velo ;635; $120.00 ; $300.00 ;01.12.2014
Germany; Amarilla ;711; $260.00 ; $15.00 ;01.12.2014
Mexico; Amarilla ;635; $260.00 ; $300.00 ;01.12.2014
United States of America; Montana ;2797; $5.00 ; $125.00 ;01.12.2014
United States of America; Paseo ;2797; $10.00 ; $125.00 ;01.12.2014
Mexico; Carretera ;521; $3.00 ; $7.00 ;01.12.2014
Mexico; VTT ;521; $250.00 ; $7.00 ;01.12.2014
France; Montana ;2072; $5.00 ; $15.00 ;01.12.2014
France; Velo ;853; $120.00 ; $300.00 ;01.12.2014
France; Amarilla ;2072; $260.00 ; $15.00 ;01.12.2014
France; Amarilla ;853; $260.00 ; $300.00 ;01.12.2014
Mexico; Montana ;2157; $5.00 ; $15.00 ;01.12.2014
Mexico; Amarilla ;2157; $260.00 ; $15.00 ;01.12.2014
Mexico; Paseo ;1233; $10.00 ; $20.00 ;01.12.2014
Mexico; VTT ;1233; $250.00 ; $20.00 ;01.12.2014
Germany; Paseo ;1531; $10.00 ; $20.00 ;01.12.2014
Germany; VTT ;1531; $250.00 ; $20.00 ;01.12.2014
Germany; Paseo ;1013; $10.00 ; $12.00 ;01.12.2014
Germany; Velo ;1013; $120.00 ; $12.00 ;01.12.2014
Germany; Carretera ;280; $3.00 ; $7.00 ;01.12.2014
Germany; VTT ;280; $250.00 ; $7.00 ;01.12.2014
Canada; Carretera ;2300; $3.00 ; $15.00 ;01.12.2014
Canada; Montana ;2300; $5.00 ; $15.00 ;01.12.2014
United States of America; Paseo ;914; $10.00 ; $12.00 ;01.12.2014
France; Paseo ;293; $10.00 ; $20.00 ;01.12.2014
United States of America; Velo ;914; $120.00 ; $12.00 ;01.12.2014
France; VTT ;293; $250.00 ; $20.00 ;01.12.2014
