France; Velo ;639; $120.00 ; $7.00 ;01.11.2014
United States of America; Paseo ;2905; $10.00 ; $300.00 ;01.11.2014
France; VTT ;1744; $250.00 ; $125.00 ;01.11.2014
Mexico; Montana ;690; $5.00 ; $12.00 ;01.11.2014
United States of America; Amarilla ;1236; $260.00 ; $20.00 ;01.11.2014
France; Amarilla ;941; $260.00 ; $20.00 ;01.11.2014
Mexico; Carretera ;2791; $3.00 ; $15.00 ;01.11.2014
Germany; Montana ;2342; $5.00 ; $12.00 ;01.11.2014
United States of America; Carretera ;2030; $3.00 ; $15.00 ;01.11.2014
United States of America; Montana ;2723; $5.00 ; $12.00 ;01.11.2014
Mexico; Velo ;1333; $120.00 ; $7.00 ;01.11.2014
France; Montana ;2342; $5.00 ; $12.00 ;01.11.2014
United States of America; Velo ;547; $120.00 ; $7.00 ;01.11.2014
Canada; Amarilla ;1118; $260.00 ; $20.00 ;01.11.2014
France; Carretera ;490; $3.00 ; $15.00 ;01.11.2014
Germany; Amarilla ;1520; $260.00 ; $20.00 ;01.11.2014
Canada; Montana ;2321; $5.00 ; $12.00 ;01.11.2014
France; Paseo ;1324; $10.00 ; $300.00 ;01.11.2014
Mexico; VTT ;877; $250.00 ; $125.00 ;01.11.2014
Mexico; Amarilla ;1694; $260.00 ; $20.00 ;01.11.2014
Germany; Velo ;2665; $120.00 ; $7.00 ;01.11.2014
Canada; VTT ;2529; $250.00 ; $125.00 ;01.11.2014
Canada; Paseo ;1366; $10.00 ; $300.00 ;01.11.2014
Canada; Velo ;1808; $120.00 ; $7.00 ;01.11.2014
Canada; Carretera ;2689; $3.00 ; $15.00 ;01.11.2014
France; Paseo ;1594; $10.00 ; $350.00 ;01.11.2014
Germany; Paseo ;1359; $10.00 ; $300.00 ;01.11.2014
Mexico; Paseo ;2150; $10.00 ; $300.00 ;01.11.2014
Mexico; Paseo ;1197; $10.00 ; $350.00 ;01.11.2014
United States of America; VTT ;2387; $250.00 ; $125.00 ;01.11.2014
Germany; Paseo ;357; $10.00 ; $350.00 ;01.11.2014
Germany; Carretera ;1513; $3.00 ; $15.00 ;01.11.2014
Canada; Paseo ;700; $10.00 ; $350.00 ;01.11.2014
United States of America; Paseo ;1177; $10.00 ; $350.00 ;01.11.2014
Germany; VTT ;552; $250.00 ; $125.00 ;01.11.2014
